period,year,month,national_cpi_yoy_pct,national_cpi_mom_pct,urban_cpi_yoy_pct,urban_cpi_mom_pct,rural_cpi_yoy_pct,rural_cpi_mom_pct,spi_yoy_pct,spi_mom_pct,wpi_yoy_pct,wpi_mom_pct,national_cpi_index_2015_16,urban_cpi_index_2015_16,rural_cpi_index_2015_16,wpi_index_2015_16,annual_bx_klt_dinv_cd_wd,annual_bx_trf_pwkr_cd_dt,annual_fi_res_totl_cd,annual_fp_cpi_totl_zg,annual_ne_exp_gnfs_cd,annual_ne_imp_gnfs_cd,annual_ny_gdp_mktp_cd,annual_ny_gdp_mktp_kd_zg,annual_ny_gdp_pcap_cd,annual_sl_uem_totl_zs,national_cpi_yoy_pct_lag_1m,national_cpi_yoy_pct_lag_3m,national_cpi_yoy_pct_rolling_3m_avg,national_cpi_yoy_pct_rolling_6m_avg,urban_cpi_yoy_pct_lag_1m,urban_cpi_yoy_pct_lag_3m,urban_cpi_yoy_pct_rolling_3m_avg,urban_cpi_yoy_pct_rolling_6m_avg,rural_cpi_yoy_pct_lag_1m,rural_cpi_yoy_pct_lag_3m,rural_cpi_yoy_pct_rolling_3m_avg,rural_cpi_yoy_pct_rolling_6m_avg,spi_yoy_pct_lag_1m,spi_yoy_pct_lag_3m,spi_yoy_pct_rolling_3m_avg,spi_yoy_pct_rolling_6m_avg,wpi_yoy_pct_lag_1m,wpi_yoy_pct_lag_3m,wpi_yoy_pct_rolling_3m_avg,wpi_yoy_pct_rolling_6m_avg,target_next_month_national_cpi_yoy_pct,target_next_month_wpi_yoy_pct,target_next_month_national_cpi_direction,split
2022-07,2022,7,24.9,,23.6,,26.9,,,,38.5,,183.3,181.0,186.9,232.6,1462000000.0,30176000000.0,9926587077.28489,19.87386,39515650036.1059,84315688680.3991,374890295666.694,4.778107,1538.322813,5.291,21.3,13.4,20.0,16.383333,19.8,12.2,18.6,15.233333,23.6,15.1,22.133333,18.116667,,,,,38.9,28.1,35.666667,30.416667,27.3,41.2,up,train
2022-08,2022,8,27.3,,26.2,,28.8,,,,41.2,,187.8,185.7,191.0,239.9,1462000000.0,30176000000.0,9926587077.28489,19.87386,39515650036.1059,84315688680.3991,374890295666.694,4.778107,1538.322813,5.291,24.9,13.8,24.5,18.9,23.6,12.4,23.2,17.683333,26.9,15.9,26.433333,20.7,,,,,38.5,29.6,39.533333,33.35,23.2,38.9,down,train
2022-09,2022,9,23.2,,21.2,,26.1,,,,38.9,,185.7,181.9,191.4,243.3,1462000000.0,30176000000.0,9926587077.28489,19.87386,39515650036.1059,84315688680.3991,374890295666.694,4.778107,1538.322813,5.291,27.3,21.3,25.133333,20.65,26.2,19.8,23.666667,19.233333,28.8,23.6,27.266667,22.733333,,,,,41.2,38.9,39.533333,35.866667,26.6,32.6,up,train
2022-10,2022,10,26.6,,24.6,,29.5,,,,32.6,,194.4,190.1,201.0,242.2,1462000000.0,30176000000.0,9926587077.28489,19.87386,39515650036.1059,84315688680.3991,374890295666.694,4.778107,1538.322813,5.291,23.2,24.9,25.7,22.85,21.2,23.6,24.0,21.3,26.1,26.9,28.133333,25.133333,,,,,38.9,38.5,37.566667,36.616667,23.8,27.7,down,train
2022-11,2022,11,23.8,,21.6,,27.2,,,,27.7,,195.9,190.8,203.6,242.1,1462000000.0,30176000000.0,9926587077.28489,19.87386,39515650036.1059,84315688680.3991,374890295666.694,4.778107,1538.322813,5.291,26.6,27.3,24.533333,24.516667,24.6,26.2,22.466667,22.833333,29.5,28.8,27.6,27.016667,,,,,32.6,41.2,33.066667,36.3,24.5,27.1,up,train
2022-12,2022,12,24.5,,21.6,,28.8,,,,27.1,,196.9,191.5,205.0,240.4,1462000000.0,30176000000.0,9926587077.28489,19.87386,39515650036.1059,84315688680.3991,374890295666.694,4.778107,1538.322813,5.291,23.8,23.2,24.966667,25.05,21.6,21.2,22.6,23.133333,27.2,26.1,28.5,27.883333,,,,,27.7,38.9,29.133333,34.333333,27.6,28.5,up,train
2023-01,2023,1,27.6,,24.4,,32.3,,,,28.5,,202.5,196.0,212.4,244.6,2048000000.0,26558000000.0,13730353485.3454,30.768128,35331726543.8312,60515108025.9204,336686348609.266,-0.414936,1360.324178,5.237,24.5,26.6,25.3,25.5,21.6,24.6,22.533333,23.266667,28.8,29.5,29.433333,28.783333,,,,,27.1,32.6,27.766667,32.666667,31.5,36.4,up,train
2023-02,2023,2,31.5,,28.8,,35.6,,,,36.4,,211.3,204.9,221.0,264.6,2048000000.0,26558000000.0,13730353485.3454,30.768128,35331726543.8312,60515108025.9204,336686348609.266,-0.414936,1360.324178,5.237,27.6,23.8,27.866667,26.2,24.4,21.6,24.933333,23.7,32.3,27.2,32.233333,29.916667,,,,,28.5,27.7,30.666667,31.866667,35.4,37.5,up,train
2023-03,2023,3,35.4,,33.0,,38.9,,,,37.5,,219.1,212.9,228.6,277.0,2048000000.0,26558000000.0,13730353485.3454,30.768128,35331726543.8312,60515108025.9204,336686348609.266,-0.414936,1360.324178,5.237,31.5,24.5,31.5,28.233333,28.8,21.6,28.733333,25.666667,35.6,28.8,35.6,32.05,,,,,36.4,27.1,34.133333,31.633333,36.4,33.4,up,train
2023-04,2023,4,36.4,,33.5,,40.7,,,,33.4,,224.4,217.1,235.4,277.3,2048000000.0,26558000000.0,13730353485.3454,30.768128,35331726543.8312,60515108025.9204,336686348609.266,-0.414936,1360.324178,5.237,35.4,27.6,34.433333,29.866667,33.0,24.4,31.766667,27.15,38.9,32.3,38.4,33.916667,,,,,37.5,28.5,35.766667,31.766667,38.0,32.8,up,train
2023-05,2023,5,38.0,,35.1,,42.2,,,,32.8,,228.0,220.4,239.4,279.9,2048000000.0,26558000000.0,13730353485.3454,30.768128,35331726543.8312,60515108025.9204,336686348609.266,-0.414936,1360.324178,5.237,36.4,31.5,36.6,32.233333,33.5,28.8,33.866667,29.4,40.7,35.6,40.6,36.416667,,,,,33.4,36.4,34.566667,32.616667,29.4,22.4,down,train
2023-06,2023,6,29.4,,27.3,,32.4,,,,22.4,,227.4,220.6,237.6,279.2,2048000000.0,26558000000.0,13730353485.3454,30.768128,35331726543.8312,60515108025.9204,336686348609.266,-0.414936,1360.324178,5.237,38.0,35.4,34.6,33.05,35.1,33.0,31.966667,30.35,42.2,38.9,38.433333,37.016667,,,,,32.8,37.5,29.533333,31.833333,28.3,23.1,down,train
2023-07,2023,7,28.3,,26.3,,31.3,,,,23.1,,235.2,228.5,245.4,286.2,2048000000.0,26558000000.0,13730353485.3454,30.768128,35331726543.8312,60515108025.9204,336686348609.266,-0.414936,1360.324178,5.237,29.4,36.4,31.9,33.166667,27.3,33.5,29.566667,30.666667,32.4,40.7,35.3,36.85,,,,,22.4,33.4,26.1,30.933333,27.4,24.3,down,train
2023-08,2023,8,27.4,,25.0,,30.9,,,,24.3,,239.3,232.1,250.1,298.1,2048000000.0,26558000000.0,13730353485.3454,30.768128,35331726543.8312,60515108025.9204,336686348609.266,-0.414936,1360.324178,5.237,28.3,38.0,28.366667,32.483333,26.3,35.1,26.2,30.033333,31.3,42.2,31.533333,36.066667,,,,,23.1,32.8,23.266667,28.916667,31.4,26.4,up,train
2023-09,2023,9,31.4,,29.7,,33.9,,,,26.4,,244.0,236.0,256.2,307.5,2048000000.0,26558000000.0,13730353485.3454,30.768128,35331726543.8312,60515108025.9204,336686348609.266,-0.414936,1360.324178,5.237,27.4,29.4,29.033333,31.816667,25.0,27.3,27.0,29.483333,30.9,32.4,32.033333,35.233333,,,,,24.3,22.4,24.6,27.066667,26.8,24.6,down,train
2023-10,2023,10,26.8,,25.5,,28.7,,,,24.6,,246.5,238.5,258.6,301.8,2048000000.0,26558000000.0,13730353485.3454,30.768128,35331726543.8312,60515108025.9204,336686348609.266,-0.414936,1360.324178,5.237,31.4,28.3,28.533333,30.216667,29.7,26.3,26.733333,28.15,33.9,31.3,31.166667,33.233333,,,,,26.4,23.1,25.1,25.6,29.2,26.4,up,train
2023-11,2023,11,29.2,,30.4,,27.5,,,,26.4,,253.1,248.9,259.6,306.1,2048000000.0,26558000000.0,13730353485.3454,30.768128,35331726543.8312,60515108025.9204,336686348609.266,-0.414936,1360.324178,5.237,26.8,27.4,29.133333,28.75,25.5,25.0,28.533333,27.366667,28.7,30.9,30.033333,30.783333,,,,,24.6,24.3,25.8,24.533333,29.7,27.3,up,train
2023-12,2023,12,29.7,,30.9,,27.9,,,,27.3,,255.2,250.7,262.1,306.1,2048000000.0,26558000000.0,13730353485.3454,30.768128,35331726543.8312,60515108025.9204,336686348609.266,-0.414936,1360.324178,5.237,29.2,31.4,28.566667,28.8,30.4,29.7,28.933333,27.966667,27.5,33.9,28.033333,30.033333,,,,,26.4,26.4,26.1,25.35,28.3,27.0,down,train
2024-01,2024,1,28.3,,30.2,,25.7,,,,27.0,,259.9,255.2,267.0,310.5,2665000000.0,34914000000.0,18407745860.6666,12.632532,38607805445.6242,63865509443.46549,371747087751.306,3.081763,1479.477552,5.492,29.7,26.8,29.066667,28.8,30.9,25.5,30.5,28.616667,27.9,28.7,27.033333,29.1,,,,,27.3,24.6,26.9,26.0,23.1,18.7,down,validation
2024-02,2024,2,23.1,,24.9,,20.5,,,,18.7,,260.0,255.8,266.3,314.0,2665000000.0,34914000000.0,18407745860.6666,12.632532,38607805445.6242,63865509443.46549,371747087751.306,3.081763,1479.477552,5.492,28.3,29.2,27.033333,28.083333,30.2,30.4,28.666667,28.6,25.7,27.5,24.7,27.366667,,,,,27.0,26.4,24.333333,25.066667,20.7,14.8,down,validation
2024-03,2024,3,20.7,,21.9,,19.0,,,,14.8,,264.5,259.5,272.0,318.0,2665000000.0,34914000000.0,18407745860.6666,12.632532,38607805445.6242,63865509443.46549,371747087751.306,3.081763,1479.477552,5.492,23.1,29.7,24.033333,26.3,24.9,30.9,25.666667,27.3,20.5,27.9,21.733333,24.883333,,,,,18.7,27.3,20.166667,23.133333,17.3,13.9,down,validation
2024-04,2024,4,17.3,,19.4,,14.5,,,,13.9,,263.3,259.2,269.5,315.7,2665000000.0,34914000000.0,18407745860.6666,12.632532,38607805445.6242,63865509443.46549,371747087751.306,3.081763,1479.477552,5.492,20.7,28.3,20.366667,24.716667,21.9,30.2,22.066667,26.283333,19.0,25.7,18.0,22.516667,,,,,14.8,27.0,15.8,21.35,11.8,9.9,down,validation
2024-05,2024,5,11.8,,14.3,,8.2,,,,9.9,,254.8,252.0,259.0,307.7,2665000000.0,34914000000.0,18407745860.6666,12.632532,38607805445.6242,63865509443.46549,371747087751.306,3.081763,1479.477552,5.492,17.3,23.1,16.6,21.816667,19.4,24.9,18.533333,23.6,14.5,20.5,13.9,19.3,,,,,13.9,18.7,12.866667,18.6,12.6,10.6,up,validation
2024-06,2024,6,12.6,,14.9,,9.3,,,,10.6,,255.9,253.4,259.7,308.9,2665000000.0,34914000000.0,18407745860.6666,12.632532,38607805445.6242,63865509443.46549,371747087751.306,3.081763,1479.477552,5.492,11.8,20.7,13.9,18.966667,14.3,21.9,16.2,20.933333,8.2,19.0,10.666667,16.2,,,,,9.9,14.8,11.466667,15.816667,11.1,10.4,down,validation
2024-07,2024,7,11.1,,13.2,,8.1,,,,10.4,,261.3,258.6,265.4,315.9,2665000000.0,34914000000.0,18407745860.6666,12.632532,38607805445.6242,63865509443.46549,371747087751.306,3.081763,1479.477552,5.492,12.6,17.3,11.833333,16.1,14.9,19.4,14.133333,18.1,9.3,14.5,8.533333,13.266667,,,,,10.6,13.9,10.3,13.05,9.6,6.3,down,validation
2024-08,2024,8,9.6,,11.7,,6.7,,,,6.3,,262.3,259.3,266.9,316.8,2665000000.0,34914000000.0,18407745860.6666,12.632532,38607805445.6242,63865509443.46549,371747087751.306,3.081763,1479.477552,5.492,11.1,11.8,11.1,13.85,13.2,14.3,13.266667,15.9,8.1,8.2,8.033333,10.966667,,,,,10.4,9.9,9.1,10.983333,6.9,1.9,down,validation
2024-09,2024,9,6.9,-0.5,9.3,-0.5,3.6,-0.5,9.2,0.2,1.9,-1.1,261.0,257.9,265.6,313.5,2665000000.0,34914000000.0,18407745860.6666,12.632532,38607805445.6242,63865509443.46549,371747087751.306,3.081763,1479.477552,5.492,9.6,12.6,9.2,11.55,11.7,14.9,11.4,13.8,6.7,9.3,6.133333,8.4,,,,,6.3,10.6,6.2,8.833333,7.2,3.9,up,validation
2024-10,2024,10,7.2,1.2,9.3,1.1,4.2,1.5,9.7,0.6,3.9,0.0,264.2,260.6,269.5,313.5,2665000000.0,34914000000.0,18407745860.6666,12.632532,38607805445.6242,63865509443.46549,371747087751.306,3.081763,1479.477552,5.492,6.9,11.1,7.9,9.866667,9.3,13.2,10.1,12.116667,3.6,8.1,4.833333,6.683333,9.2,,9.45,,1.9,10.4,4.033333,7.166667,4.9,2.3,down,validation
2024-11,2024,11,4.9,0.5,5.2,0.5,4.3,0.5,7.3,1.0,2.3,-0.1,265.5,261.9,270.8,313.1,2665000000.0,34914000000.0,18407745860.6666,12.632532,38607805445.6242,63865509443.46549,371747087751.306,3.081763,1479.477552,5.492,7.2,9.6,6.333333,8.716667,9.3,11.7,7.933333,10.6,4.2,6.7,4.033333,6.033333,9.7,,8.733333,8.733333,3.9,6.3,2.7,5.9,4.1,1.9,down,validation
2024-12,2024,12,4.1,0.1,4.4,-0.1,3.6,0.3,4.2,0.8,1.9,-0.4,265.6,261.7,271.6,312.0,2665000000.0,34914000000.0,18407745860.6666,12.632532,38607805445.6242,63865509443.46549,371747087751.306,3.081763,1479.477552,5.492,4.9,6.9,5.4,7.3,5.2,9.3,6.3,8.85,4.3,3.6,4.033333,5.083333,7.3,9.2,7.066667,7.6,2.3,1.9,2.7,4.45,2.4,0.6,down,validation
2025-01,2025,1,2.4,0.2,2.7,0.2,1.9,0.2,0.7,-1.4,0.6,0.2,266.2,262.2,272.2,312.5,,,26455819675.7312,3.545552,40670467311.9112,70090772303.0925,407307214476.22205,3.698427,1595.909123,5.42,4.1,7.2,3.8,5.85,4.4,9.3,4.1,7.1,3.6,4.2,3.266667,4.05,4.2,9.7,4.066667,6.22,1.9,3.9,1.6,2.816667,1.5,-0.7,down,test
2025-02,2025,2,1.5,-0.8,1.8,-0.7,1.1,-1.1,-0.2,-1.6,-0.7,-0.2,,,,,,,26455819675.7312,3.545552,40670467311.9112,70090772303.0925,407307214476.22205,3.698427,1595.909123,5.42,2.4,4.9,2.666667,4.5,2.7,5.2,2.966667,5.45,1.9,4.3,2.2,3.116667,0.7,7.3,1.566667,5.15,0.6,2.3,0.6,1.65,0.7,-1.6,down,test
2025-03,2025,3,0.7,0.9,1.2,0.8,0.0,1.1,-2.3,-0.1,-1.6,0.3,,,,,,,26455819675.7312,3.545552,40670467311.9112,70090772303.0925,407307214476.22205,3.698427,1595.909123,5.42,1.5,4.1,1.533333,3.466667,1.8,4.4,1.9,4.1,1.1,3.6,1.0,2.516667,-0.2,4.2,-0.6,3.233333,-0.7,1.9,-0.566667,1.066667,0.3,-2.2,down,test
2025-04,2025,4,0.3,-0.8,0.5,-0.7,-0.1,-1.0,-3.6,-2.1,-2.2,-1.3,,,,,,,26455819675.7312,3.545552,40670467311.9112,70090772303.0925,407307214476.22205,3.698427,1595.909123,5.42,0.7,2.4,0.833333,2.316667,1.2,2.7,1.166667,2.633333,0.0,1.9,0.333333,1.8,-2.3,0.7,-2.033333,1.016667,-1.6,0.6,-1.5,0.05,3.5,0.4,up,test
2025-05,2025,5,3.5,-0.2,3.5,0.1,3.4,-0.5,-0.6,-1.0,0.4,0.0,,,,,,,26455819675.7312,3.545552,40670467311.9112,70090772303.0925,407307214476.22205,3.698427,1595.909123,5.42,0.3,1.5,1.5,2.083333,0.5,1.8,1.733333,2.35,-0.1,1.1,1.1,1.65,-3.6,-0.2,-2.166667,-0.3,-2.2,-0.7,-1.133333,-0.266667,3.2,0.6,down,test
2025-06,2025,6,3.2,0.2,3.0,0.1,3.6,0.5,-1.9,0.0,0.6,0.6,,,,,,,26455819675.7312,3.545552,40670467311.9112,70090772303.0925,407307214476.22205,3.698427,1595.909123,5.42,3.5,0.7,2.333333,1.933333,3.5,1.2,2.333333,2.116667,3.4,0.0,2.3,1.65,-0.6,-2.3,-2.033333,-1.316667,0.4,-1.6,-0.4,-0.483333,4.1,-0.5,up,test
2025-07,2025,7,4.1,2.9,4.4,3.4,3.5,2.2,-0.9,3.1,-0.5,1.2,,,,,,,26455819675.7312,3.545552,40670467311.9112,70090772303.0925,407307214476.22205,3.698427,1595.909123,5.42,3.2,0.3,3.6,2.216667,3.0,0.5,3.633333,2.4,3.6,-0.1,3.5,1.916667,-1.9,-3.6,-1.133333,-1.583333,0.6,-2.2,0.166667,-0.666667,3.1,-1.0,down,test
2025-08,2025,8,3.1,-0.6,3.5,-0.7,2.5,-0.5,2.6,3.2,-1.0,-0.2,,,,,,,26455819675.7312,3.545552,40670467311.9112,70090772303.0925,407307214476.22205,3.698427,1595.909123,5.42,4.1,3.5,3.466667,2.483333,4.4,3.5,3.633333,2.683333,3.5,3.4,3.2,2.15,-0.9,-0.6,-0.066667,-1.116667,-0.5,0.4,-0.3,-0.716667,5.8,0.6,up,test
2025-09,2025,9,5.8,2.1,5.7,1.6,5.9,2.8,4.5,2.0,0.6,0.5,,,,,,,26455819675.7312,3.545552,40670467311.9112,70090772303.0925,407307214476.22205,3.698427,1595.909123,5.42,3.1,3.2,4.333333,3.333333,3.5,3.0,4.533333,3.433333,2.5,3.6,3.966667,3.133333,2.6,-1.9,2.066667,0.016667,-1.0,0.6,-0.3,-0.35,6.2,1.1,up,test
2025-10,2025,10,6.2,1.7,6.0,1.4,6.6,2.1,4.8,0.9,1.1,0.5,,,,,,,26455819675.7312,3.545552,40670467311.9112,70090772303.0925,407307214476.22205,3.698427,1595.909123,5.42,5.8,4.1,5.033333,4.316667,5.7,4.4,5.066667,4.35,5.9,3.5,5.0,4.25,4.5,-0.9,3.966667,1.416667,0.6,-0.5,0.233333,0.2,6.1,1.1,down,test
2025-11,2025,11,6.1,0.4,6.1,0.5,6.3,0.2,4.2,0.4,1.1,-0.2,,,,,,,26455819675.7312,3.545552,40670467311.9112,70090772303.0925,407307214476.22205,3.698427,1595.909123,5.42,6.2,3.1,6.033333,4.75,6.0,3.5,5.933333,4.783333,6.6,2.5,6.266667,4.733333,4.8,2.6,4.5,2.216667,1.1,-1.0,0.933333,0.316667,5.6,0.6,down,test
2025-12,2025,12,5.6,-0.4,5.8,-0.4,5.4,-0.6,2.5,-0.8,0.6,-0.9,,,,,,,26455819675.7312,3.545552,40670467311.9112,70090772303.0925,407307214476.22205,3.698427,1595.909123,5.42,6.1,5.8,5.966667,5.15,6.1,5.7,5.966667,5.25,6.3,5.9,6.1,5.033333,4.2,4.5,3.833333,2.95,1.1,0.6,0.933333,0.316667,5.8,0.2,up,test
2026-01,2026,1,5.8,0.4,5.8,0.2,5.8,0.6,3.3,-0.8,0.2,-0.2,,,,,,,,,,,,,,,5.6,6.2,5.833333,5.433333,5.8,6.0,5.9,5.483333,5.4,6.6,5.833333,5.416667,2.5,4.8,3.333333,3.65,0.6,1.1,0.633333,0.433333,7.0,1.0,up,test
2026-02,2026,2,7.0,0.3,6.8,0.3,7.3,0.3,4.8,-0.1,1.0,0.7,,,,,,,,,,,,,,,5.8,6.1,6.133333,6.083333,5.8,6.1,6.133333,6.033333,5.8,6.3,6.166667,6.216667,3.3,4.2,3.533333,4.016667,0.2,1.1,0.6,0.766667,7.3,6.7,up,test
2026-03,2026,3,7.3,1.2,7.4,1.3,7.2,1.0,5.6,0.7,6.7,5.9,,,,,,,,,,,,,,,7.0,5.6,6.7,6.333333,6.8,5.8,6.666667,6.316667,7.3,5.4,6.766667,6.433333,4.8,2.5,4.566667,4.2,1.0,0.6,2.633333,1.783333,10.9,13.6,up,test
2026-04,2026,4,10.9,2.5,11.1,2.7,10.6,2.1,10.1,2.0,13.6,5.1,,,,,,,,,,,,,,,7.3,5.8,8.4,7.116667,7.4,5.8,8.433333,7.166667,7.2,5.8,8.366667,7.1,5.6,3.3,6.833333,5.083333,6.7,0.2,7.1,3.866667,11.7,12.7,up,test
2026-05,2026,5,11.7,0.5,11.8,0.7,11.5,0.3,12.0,0.7,12.7,-0.8,,,,,,,,,,,,,,,10.9,7.0,9.966667,8.05,11.1,6.8,10.1,8.116667,10.6,7.3,9.766667,7.966667,10.1,4.8,9.233333,6.383333,13.6,1.0,11.0,5.8,11.1,10.7,down,test
2026-06,2026,6,11.1,-0.3,11.2,-0.5,10.9,0.0,12.8,0.7,10.7,-1.2,,,,,,,,,,,,,,,11.7,7.3,11.233333,8.966667,11.8,7.4,11.366667,9.016667,11.5,7.2,11.0,8.883333,12.0,5.6,11.633333,8.1,12.7,6.7,12.333333,7.483333,,,,test
