indicator_code,indicator_name,year,value,unit
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",2011,0.43,per_1000_people
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",2012,0.45,per_1000_people
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",2013,0.47,per_1000_people
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",2014,0.47,per_1000_people
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",2015,0.46,per_1000_people
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",2016,0.49,per_1000_people
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",2017,0.5,per_1000_people
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",2018,0.5,per_1000_people
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",2019,0.5,per_1000_people
SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",2020,0.63,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",1960,0.185,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",1970,0.232,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",1975,0.233,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",1980,0.285,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",1981,0.344,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",1982,0.342,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",1986,0.351,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",1990,0.462,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",1991,0.48,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",1992,0.486,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",1993,0.496,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",1994,0.506,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",1995,0.518,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",1996,0.536,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",1997,0.551,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",1998,0.564,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",1999,0.579,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2000,0.593,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2001,0.604,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2004,0.679,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2005,0.72,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2007,0.693,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2008,0.707,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2009,0.718,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2010,0.727,per_1000_people
SH.MED.PHYS.ZS,"Physicians (per 1,000 people)",2011,0.748,per_1000_people
